1.602999999999999911e-02,6.291900000000000270e-01,1.179421545228762254e-03,1.112242116944498482e-01
1.626999999999999974e-02,6.481900000000000439e-01,1.365904627799147120e-03,1.295322427956933642e-01
1.627999999999999933e-02,6.193800000000000416e-01,1.623532923587448504e-03,1.491068701330565682e-01
1.692000000000000101e-02,4.946999999999999731e-01,3.552127591194457839e-04,2.685709195206953045e-02
1.875999999999999890e-02,7.667899999999999716e-01,2.153585260831869085e-03,1.987731943730718098e-01
1.529999999999999936e-02,5.342500000000000027e-01,8.444942442095208735e-04,7.451067510861764109e-02
1.518000000000000078e-02,4.989299999999999846e-01,6.374525295115785134e-04,5.401815872031232035e-02
1.674000000000000141e-02,4.034900000000000153e-01,1.030141338830614216e-03,6.814262819700851737e-02
1.519000000000000038e-02,3.932399999999999785e-01,9.390121351281917588e-04,6.721407483350674839e-02
1.478999999999999933e-02,4.495000000000000107e-01,4.941855879814598118e-04,3.994894014209241645e-02
1.081999999999999976e-02,5.597100000000000408e-01,3.721738753678409872e-04,4.796545045701239296e-02
1.447000000000000022e-02,4.599699999999999900e-01,3.669032574061118542e-04,3.082132955361563745e-02
1.518000000000000078e-02,4.980100000000000082e-01,1.217963034693658395e-03,1.031088297394181230e-01
1.763999999999999943e-02,5.204600000000000337e-01,2.748921070676336727e-04,2.064948331971683607e-02
1.248999999999999937e-02,3.889199999999999879e-01,1.032327308031350411e-03,8.915730523870403490e-02
1.299999999999999940e-02,5.327399999999999913e-01,6.411621209769011566e-04,6.641920453117229617e-02
1.431999999999999940e-02,5.408399999999999874e-01,8.248455039951967539e-04,7.840307541521419898e-02
1.695999999999999938e-02,3.945899999999999963e-01,8.154924405629606970e-04,5.240151182598683927e-02
1.446000000000000063e-02,5.357899999999999885e-01,6.134480598234565716e-04,5.738506053936680978e-02
1.616000000000000075e-02,5.144699999999999829e-01,9.852870684065944632e-04,8.014111626139275302e-02
1.488000000000000086e-02,4.696299999999999919e-01,6.605169309019480722e-04,5.473078588215667811e-02
1.382000000000000069e-02,4.224100000000000077e-01,2.579002154557873605e-04,2.135281340012640250e-02
1.609000000000000014e-02,5.310399999999999565e-01,9.669248403263699856e-04,8.078705657441821730e-02
1.620999999999999872e-02,5.124999999999999556e-01,7.699833407976467391e-04,6.227136332518745654e-02
1.226000000000000006e-02,5.462700000000000333e-01,3.726404864701852982e-04,4.168406494587608563e-02
1.553000000000000040e-02,5.038700000000000401e-01,4.900566791784615166e-04,4.087588332480703718e-02
1.566999999999999990e-02,6.123199999999999754e-01,7.313127088113748498e-04,6.923702019621980064e-02
1.524999999999999967e-02,3.608799999999999786e-01,1.184615019677921158e-03,7.939119314079284839e-02
1.600000000000000033e-02,5.472000000000000197e-01,7.296809126355693507e-04,6.258594786170092183e-02
1.514000000000000068e-02,3.924000000000000266e-01,8.175790934078712002e-04,5.861008590984026490e-02
1.791999999999999843e-02,6.449200000000000488e-01,4.574942693963300264e-04,3.925705391796774357e-02
1.340000000000000045e-02,4.329000000000000070e-01,7.947952043876358808e-04,6.905205033054874486e-02
1.734000000000000125e-02,6.024699999999999500e-01,1.032100027981158828e-03,8.735765540160279896e-02
1.217999999999999985e-02,3.906100000000000128e-01,6.137011004715995982e-04,5.451873784865107070e-02
1.502999999999999996e-02,4.546299999999999786e-01,8.145416232378479464e-04,6.533349777626384913e-02
1.528999999999999977e-02,5.728100000000000414e-01,8.845885761618496297e-04,8.195285380439597256e-02
1.308999999999999921e-02,5.206600000000000117e-01,1.025249603348151383e-03,1.038502537451789220e-01
1.568999999999999909e-02,5.231999999999999984e-01,3.105725386744613266e-04,2.633283392337544201e-02
1.545000000000000019e-02,5.134600000000000275e-01,9.895353930352828592e-04,8.407959134736474327e-02
1.425000000000000051e-02,5.973100000000000076e-01,1.327093359019447961e-03,1.358154037164615857e-01
1.711000000000000021e-02,4.143000000000000016e-01,5.769902920934580261e-04,3.805214531809481687e-02
1.430000000000000021e-02,6.332999999999999741e-01,1.090044860811732741e-03,1.157566267638998198e-01
1.550999999999999948e-02,4.767399999999999971e-01,5.577043939052452395e-04,4.482247797443485865e-02
