x_1,x_2,y
4.893000000000000127e-02,5.958999999999999714e-02,1.0
5.061000000000000221e-02,5.593000000000000055e-02,1.0
4.805999999999999855e-02,5.675999999999999795e-02,1.0
4.567000000000000226e-02,4.614000000000000046e-02,1.0
4.494000000000000078e-02,4.596000000000000085e-02,1.0
1.094000000000000007e-02,5.980199999999999960e-01,0.0
4.621000000000000107e-02,5.290000000000000258e-02,1.0
1.610999999999999932e-02,5.966700000000000337e-01,0.0
5.050999999999999934e-02,5.990000000000000185e-02,1.0
4.236999999999999794e-02,6.092999999999999805e-02,1.0
3.237000000000000294e-02,7.463000000000000189e-02,1.0
5.084999999999999937e-02,5.065000000000000058e-02,1.0
4.182999999999999913e-02,7.711999999999999411e-02,1.0
4.921999999999999986e-02,5.854000000000000176e-02,1.0
1.429000000000000062e-02,3.736300000000000177e-01,0.0
1.589000000000000135e-02,4.774300000000000210e-01,0.0
4.660999999999999865e-02,8.512999999999999734e-02,1.0
1.993999999999999939e-02,8.031700000000000506e-01,0.0
4.719999999999999890e-02,4.710000000000000298e-02,1.0
4.168999999999999789e-02,6.679000000000000214e-02,1.0
4.130000000000000338e-02,5.553000000000000297e-02,1.0
