4.988999999999999685e-02,4.642000000000000293e-02,1.003482664035921070e-03,4.244883704904112154e-03
3.658999999999999753e-02,6.679999999999999827e-02,1.511478331381112348e-03,1.158812398911943271e-02
4.168000000000000177e-02,6.396000000000000296e-02,1.289987083401639796e-03,8.389060220727960482e-03
4.810999999999999999e-02,8.175000000000000322e-02,3.652977275507570711e-03,2.497452367446618623e-02
5.111999999999999877e-02,5.049000000000000016e-02,1.479408858919817630e-03,6.518566372167359374e-03
4.873000000000000248e-02,7.040000000000000424e-02,1.422022247516456766e-03,8.529766177794556245e-03
4.837000000000000327e-02,7.213999999999999579e-02,3.510058000624440965e-03,2.162683548805285558e-02
4.780999999999999833e-02,4.614999999999999658e-02,1.190929801888588593e-03,5.233234841761334050e-03
4.053999999999999965e-02,6.765999999999999792e-02,7.976171118956803608e-04,5.574493254280133217e-03
3.894000000000000239e-02,5.539000000000000173e-02,1.550719714523936211e-03,9.642563716667549786e-03
5.523000000000000131e-02,5.977999999999999980e-02,2.391135125117405114e-03,1.112820930988297000e-02
5.052999999999999853e-02,5.677999999999999714e-02,2.717406281788062837e-03,1.327573805489725735e-02
4.222999999999999671e-02,5.328000000000000097e-02,5.077053171816988796e-04,2.823935094974135401e-03
4.624999999999999944e-02,5.544999999999999929e-02,1.128468437359966044e-03,5.911948243706055539e-03
5.129999999999999838e-02,5.258000000000000174e-02,1.088201732120815807e-03,4.931404925417080115e-03
4.111000000000000071e-02,5.269000000000000072e-02,1.129287932824882745e-03,6.396290987730537773e-03
5.915000000000000119e-02,6.074000000000000232e-02,2.279659298095333859e-03,1.003104098543900445e-02
4.318000000000000310e-02,5.630999999999999894e-02,9.368081128690216577e-04,5.320862270749294499e-03
5.263000000000000317e-02,5.364000000000000018e-02,8.107148767227807763e-04,3.636778739460954073e-03
4.662000000000000172e-02,5.933999999999999692e-02,1.329079774214522724e-03,7.284375068677548075e-03
4.567000000000000226e-02,5.228000000000000008e-02,1.572844984409765400e-03,7.970043745551588787e-03
4.603000000000000147e-02,5.045999999999999791e-02,1.060663163153291108e-03,5.187216224245391923e-03
5.075000000000000344e-02,6.142000000000000237e-02,1.895586557386720649e-03,9.806753743520609315e-03
4.685999999999999888e-02,6.672999999999999765e-02,1.836917125527101060e-03,1.098465362315058369e-02
3.867000000000000298e-02,6.140000000000000319e-02,1.689705649038614633e-03,1.146988631115687315e-02
3.849999999999999950e-02,6.798999999999999488e-02,1.306382934258380540e-03,9.650265770804061088e-03
4.547999999999999959e-02,5.908000000000000057e-02,2.172813382391712480e-03,1.216695782189146022e-02
4.916000000000000231e-02,5.530999999999999805e-02,1.271126168104417349e-03,6.253203275465467857e-03
5.041999999999999954e-02,6.726999999999999647e-02,2.454581489166272976e-03,1.373013228259768910e-02
4.161999999999999728e-02,4.395999999999999908e-02,1.195954454407092190e-03,5.814979710698199578e-03
4.161999999999999728e-02,5.816999999999999948e-02,7.229206260594357898e-04,4.369370919644432680e-03
5.177999999999999964e-02,5.915999999999999731e-02,1.264214674371399267e-03,6.224001902342815758e-03
4.540000000000000285e-02,4.438999999999999890e-02,9.142046160955216629e-04,4.104955454983538234e-03
5.351000000000000201e-02,8.254999999999999838e-02,1.927904961091752656e-03,1.194216767767858345e-02
4.696999999999999786e-02,5.863000000000000156e-02,8.642474296710438153e-04,4.657505683618208200e-03
5.195999999999999924e-02,4.920000000000000068e-02,6.377483941220548095e-04,2.709233052979866281e-03
4.782999999999999752e-02,6.945999999999999397e-02,1.250550335113020028e-03,7.562677753139322896e-03
5.714000000000000329e-02,6.876000000000000167e-02,2.684819550399480514e-03,1.348213670456823235e-02
5.015000000000000013e-02,5.201999999999999680e-02,1.721087856917351147e-03,7.911569026556111717e-03
4.635000000000000231e-02,6.140999999999999931e-02,1.054609059738162305e-03,5.973030558198489000e-03
4.870000000000000023e-02,4.614999999999999658e-02,1.105367536610426344e-03,4.768503211467448044e-03
4.320999999999999841e-02,4.114000000000000296e-02,1.432037949399058438e-03,6.374506710098217475e-03
5.220000000000000334e-02,5.958999999999999714e-02,1.338842949912086083e-03,6.576115411670580869e-03
5.360000000000000181e-02,6.414999999999999869e-02,2.088632210326085096e-03,1.058726711364270379e-02
4.676999999999999907e-02,7.854999999999999483e-02,1.285799181175574990e-03,8.763405641194172563e-03
4.363000000000000211e-02,5.936999999999999916e-02,1.492206220503449312e-03,8.743924481876596058e-03
3.703999999999999654e-02,5.514000000000000151e-02,1.510213680514330267e-03,9.837647558198952050e-03
4.628999999999999782e-02,5.906000000000000139e-02,9.718600469249171403e-04,5.345293564684075634e-03
4.615999999999999964e-02,5.714999999999999941e-02,8.321712906320506914e-04,4.473113692320747521e-03
5.322999999999999954e-02,6.040000000000000230e-02,9.221641086983265465e-04,4.489237835672120133e-03
4.841999999999999776e-02,7.617999999999999772e-02,1.144878924066662163e-03,7.355612978874381813e-03
