x_1,x_2,y
7.373748368871174989e-04,6.188540884872476000e-02,0.0
1.215332623977630156e-03,6.452204155251189087e-03,1.0
2.025264857858356544e-03,1.037469272038105995e-02,1.0
2.505800169246230613e-03,1.604748187425973291e-02,1.0
1.090712453566928782e-03,9.464297095944870786e-02,0.0
7.677847935520493551e-04,6.732685963237745874e-02,0.0
5.193863105135163114e-04,4.453688586309657860e-02,0.0
1.023462338710644324e-03,8.035695077946507225e-02,0.0
1.365701998233328227e-03,7.154820022547147412e-03,1.0
1.188177083550865125e-03,8.206014200713089568e-03,1.0
3.931520696467640701e-04,3.322067202260300944e-02,0.0
7.947196417181251905e-04,4.035658609521645089e-03,1.0
9.450169674768898543e-04,8.770103953578954614e-02,0.0
8.989007464926434187e-04,4.473841274480408123e-03,1.0
8.313421977826373783e-04,5.274278043183728594e-03,1.0
6.401730935669421290e-04,5.316914204294594104e-02,0.0
7.763474774360675000e-04,8.048875085239202976e-02,0.0
1.040240127733534038e-03,8.037849649200443092e-02,0.0
1.156055762900130889e-03,5.544483257139742015e-03,1.0
1.859094314012797690e-03,1.228630140978774488e-02,1.0
3.550177199171111742e-04,3.433586163287191684e-02,0.0
9.241176526395774877e-04,4.338924079382900506e-03,1.0
4.633043615183386971e-04,4.316340996182085887e-02,0.0
2.328642887857716292e-03,1.269008402536521765e-02,1.0
1.408400107362630695e-03,6.547002646865807129e-03,1.0
1.141387673284829365e-03,6.606789226250033530e-03,1.0
1.197796561866928955e-03,1.162676923904378129e-01,0.0
6.935839539863467365e-04,5.810924832899017067e-02,0.0
1.307281416318884079e-03,6.739599583825735783e-03,1.0
5.613293853737266964e-04,4.818246063675086371e-02,0.0
5.836398219264784300e-04,5.540632590416758041e-02,0.0
4.908724515463390014e-04,4.766474817114541712e-02,0.0
1.516055207377628835e-03,1.101904978035250782e-01,0.0
1.276810883005905992e-03,1.558602140391240898e-01,0.0
1.512384176109672065e-03,9.239237830529134152e-03,1.0
6.969529123237485886e-04,3.739367886927968086e-03,1.0
8.356051471661617505e-04,7.647525646811460798e-02,0.0
1.725873703171551749e-03,1.003823681642670301e-02,1.0
5.145058455552922955e-04,4.174699106173983959e-02,0.0
1.500878062954727997e-03,9.887093101370262455e-03,1.0
