x_1,x_2,x_3,y
4.243999999999999856e-02,5.442999999999999922e-02,0.004744491816866217,1.0
1.576999999999999930e-02,5.133400000000000185e-01,0.08314482038363827,0.0
4.927000000000000129e-02,4.916000000000000231e-02,0.006859793185821767,1.0
1.213999999999999975e-02,4.670799999999999952e-01,0.04034616983923447,0.0
1.437000000000000083e-02,5.784299999999999997e-01,0.08386724506841436,0.0
1.703000000000000000e-02,5.108300000000000063e-01,0.02621968638649844,0.0
4.589000000000000024e-02,6.848999999999999533e-02,0.014888596325163383,1.0
1.175999999999999962e-02,3.504300000000000193e-01,0.04999098504647929,0.0
3.303999999999999992e-02,4.605999999999999678e-02,0.006406248900545974,1.0
1.544000000000000060e-02,6.100600000000000467e-01,0.11067356439623596,0.0
4.782000000000000139e-02,5.893999999999999934e-02,0.007552319037100372,1.0
4.200000000000000261e-02,5.251000000000000112e-02,0.004607912404082741,1.0
1.578999999999999848e-02,8.168699999999999850e-01,0.1791535336768726,0.0
1.420000000000000082e-02,5.604299999999999837e-01,0.0971722027794605,0.0
1.553999999999999999e-02,4.602999999999999869e-01,0.041319054141710373,0.0
1.302999999999999992e-02,5.134199999999999875e-01,0.06663779522672812,0.0
1.607000000000000095e-02,5.741699999999999582e-01,0.06984315427995921,0.0
4.438999999999999890e-02,7.409999999999999920e-02,0.007487840357503961,1.0
1.392000000000000008e-02,4.555299999999999905e-01,0.0250295289312362,0.0
1.342999999999999923e-02,4.440799999999999748e-01,0.054683640359313015,0.0
1.570999999999999827e-02,6.418000000000000371e-01,0.07836614861989775,0.0
1.616000000000000075e-02,5.144699999999999829e-01,0.08014717278999453,0.0
5.108000000000000040e-02,4.585999999999999799e-02,0.003440072300613814,1.0
4.104000000000000009e-02,4.453000000000000014e-02,0.003379224132525919,1.0
1.386000000000000079e-02,5.347300000000000386e-01,0.06864756955568473,0.0
1.550999999999999948e-02,5.539699999999999624e-01,0.07181198424296585,0.0
1.464999999999999983e-02,5.501200000000000534e-01,0.08632581086118937,0.0
4.818999999999999673e-02,5.419999999999999818e-02,0.008368122545724858,1.0
4.941000000000000253e-02,7.954999999999999571e-02,0.010074796911262748,1.0
4.549999999999999878e-02,5.838999999999999746e-02,0.008502076503902153,1.0
1.592999999999999972e-02,5.877599999999999492e-01,0.0727130301735366,0.0
1.293000000000000052e-02,5.653899999999999482e-01,0.11644511484770141,0.0
1.535000000000000080e-02,4.992599999999999816e-01,0.08413140451250488,0.0
4.512000000000000038e-02,4.981000000000000011e-02,0.006714499207139061,1.0
5.351000000000000201e-02,5.677999999999999714e-02,0.0023018348764105552,1.0
5.299999999999999850e-02,6.578000000000000513e-02,0.008384919281828518,1.0
1.700000000000000122e-02,7.797100000000000142e-01,0.08290159929537,0.0
1.349000000000000025e-02,5.001600000000000490e-01,0.10589410832053699,0.0
1.661999999999999936e-02,4.889399999999999857e-01,0.07307283260632215,0.0
3.846000000000000113e-02,5.741000000000000270e-02,0.011270830862981824,1.0
1.587999999999999828e-02,7.203600000000000003e-01,0.06631936710282763,0.0
1.273999999999999959e-02,4.724599999999999911e-01,0.09433258986493583,0.0
1.779999999999999985e-02,3.723099999999999743e-01,0.04824254913364943,0.0
1.648000000000000159e-02,5.471799999999999997e-01,0.10336887116300511,0.0
5.197000000000000230e-02,6.360000000000000375e-02,0.008827397890779486,1.0
4.807999999999999774e-02,5.926000000000000018e-02,0.006395816433975178,1.0
4.966999999999999887e-02,4.193000000000000199e-02,0.0029400774172195824,1.0
4.184999999999999831e-02,4.920000000000000068e-02,0.009134024149164938,1.0
4.066999999999999782e-02,4.370999999999999885e-02,0.004196891123457592,1.0
1.592000000000000012e-02,5.975599999999999801e-01,0.0728910787927055,0.0
4.175000000000000239e-02,6.253000000000000225e-02,0.011155572967056144,1.0
5.127000000000000307e-02,7.209000000000000130e-02,0.008577081446275418,1.0
3.878000000000000197e-02,5.328000000000000097e-02,0.0054036679686771056,1.0
1.520999999999999956e-02,6.763900000000000468e-01,0.08525075003264028,0.0
1.203000000000000076e-02,5.130799999999999805e-01,0.08214738175165165,0.0
4.114999999999999908e-02,8.429000000000000381e-02,0.010942137084818105,1.0
1.626000000000000015e-02,5.116800000000000237e-01,0.06996892132554487,0.0
1.278999999999999929e-02,4.981300000000000172e-01,0.05640934475936598,0.0
4.533999999999999836e-02,4.472000000000000280e-02,0.005311468778985835,1.0
5.022000000000000075e-02,6.067999999999999783e-02,0.008041450039316627,1.0
5.238000000000000295e-02,7.184999999999999720e-02,0.010571195746239277,1.0
1.689999999999999836e-02,6.284499999999999531e-01,0.10901339609200203,0.0
1.352000000000000077e-02,4.187100000000000266e-01,0.04896112332174867,0.0
4.501999999999999752e-02,5.151000000000000023e-02,0.006689436597122167,1.0
1.657000000000000139e-02,5.088599999999999790e-01,0.05628021502295381,0.0
1.532000000000000028e-02,4.862600000000000255e-01,0.04653253471484865,0.0
4.714999999999999747e-02,4.941000000000000253e-02,0.003321977632388687,1.0
3.815999999999999948e-02,4.449999999999999789e-02,0.004814342956643013,1.0
1.463000000000000064e-02,6.333499999999999686e-01,0.06568113690735311,0.0
1.417000000000000030e-02,4.879399999999999848e-01,0.04768133162872518,0.0
1.427999999999999929e-02,4.194899999999999740e-01,0.039110027369674415,0.0
1.668999999999999997e-02,6.209200000000000275e-01,0.06992935131116082,0.0
4.374000000000000110e-02,8.966999999999999971e-02,0.008581195372446336,1.0
1.563000000000000153e-02,5.544099999999999584e-01,0.09929060226769114,0.0
3.926999999999999935e-02,5.466000000000000025e-02,0.00801370868144233,1.0
4.920999999999999680e-02,5.859999999999999931e-02,0.010637321444243019,1.0
1.537999999999999957e-02,6.789100000000000135e-01,0.09825127550058788,0.0
4.551000000000000184e-02,4.624000000000000332e-02,0.006352608674715519,1.0
1.298999999999999981e-02,4.808600000000000096e-01,0.05028067878117658,0.0
4.989999999999999991e-02,6.435000000000000442e-02,0.008408654935623514,1.0
1.626999999999999974e-02,6.611000000000000210e-01,0.10096292356226622,0.0
5.487999999999999823e-02,5.383999999999999897e-02,0.006529954503431535,1.0
4.896999999999999964e-02,4.979000000000000092e-02,0.007078222159102341,1.0
4.331999999999999740e-02,4.934000000000000191e-02,0.00750437674905274,1.0
4.163000000000000034e-02,6.339000000000000190e-02,0.006730236029702763,1.0
4.517000000000000182e-02,5.489000000000000129e-02,0.010231956746903319,1.0
1.336999999999999994e-02,5.677999999999999714e-01,0.06889359825286717,0.0
5.057999999999999996e-02,6.826000000000000123e-02,0.017584693086243258,1.0
4.071999999999999925e-02,5.022000000000000075e-02,0.007800020764450959,1.0
1.746999999999999942e-02,6.085800000000000098e-01,0.06600344140220141,0.0
1.434000000000000032e-02,5.269399999999999640e-01,0.04119412731897542,0.0
4.764999999999999791e-02,6.371000000000000274e-02,0.01170068727975869,1.0
3.948000000000000120e-02,5.340999999999999914e-02,0.0029592637840371106,1.0
1.544000000000000060e-02,4.387199999999999989e-01,0.05751575505934943,0.0
1.595999999999999849e-02,5.349899999999999656e-01,0.04619610954692793,0.0
1.341999999999999964e-02,4.814300000000000246e-01,0.04415349654832758,0.0
1.746999999999999942e-02,5.668900000000000050e-01,0.09340936501746698,0.0
1.512999999999999935e-02,4.746000000000000218e-01,0.035389709957863405,0.0
1.396000000000000019e-02,4.085099999999999842e-01,0.03841563930010601,0.0
1.845000000000000112e-02,4.844999999999999862e-01,0.044066453355211116,0.0
1.708000000000000143e-02,5.557900000000000063e-01,0.08934485822389188,0.0
1.294999999999999971e-02,5.070700000000000207e-01,0.16038875611042844,0.0
1.519000000000000038e-02,4.314000000000000057e-01,0.0518846202064188,0.0
4.984999999999999848e-02,7.828000000000000236e-02,0.012681826348144654,1.0
1.427999999999999929e-02,6.005500000000000282e-01,0.09404362417915857,0.0
5.186000000000000332e-02,5.274999999999999828e-02,0.0035924210066444534,1.0
5.065000000000000058e-02,5.671000000000000346e-02,0.0073355815253191466,1.0
4.411999999999999950e-02,7.056999999999999384e-02,0.013383156685270977,1.0
5.199000000000000149e-02,6.028000000000000025e-02,0.010523487811706598,1.0
5.637999999999999956e-02,4.997999999999999665e-02,0.004653542952377735,1.0
1.328999999999999973e-02,4.950899999999999745e-01,0.034417983849798814,0.0
4.476999999999999730e-02,6.078000000000000069e-02,0.009522534651295812,1.0
4.587999999999999717e-02,6.948999999999999622e-02,0.01853011618302665,1.0
1.733000000000000165e-02,5.581199999999999495e-01,0.09728857871859052,0.0
1.430999999999999980e-02,6.966499999999999915e-01,0.12841780064334082,0.0
4.231000000000000039e-02,4.977000000000000174e-02,0.0024655506578277826,1.0
4.814000000000000223e-02,7.482999999999999374e-02,0.01100435081982076,1.0
4.823999999999999816e-02,5.612000000000000322e-02,0.009900733770916338,1.0
1.463000000000000064e-02,5.167599999999999971e-01,0.11414877191494431,0.0
1.710000000000000062e-02,5.400399999999999645e-01,0.04507845936818993,0.0
4.247999999999999693e-02,7.284999999999999809e-02,0.013886855433471268,1.0
1.569999999999999868e-02,4.829899999999999749e-01,0.07802513508263076,0.0
1.446000000000000063e-02,5.357899999999999885e-01,0.057388339334998144,0.0
1.490000000000000005e-02,5.152099999999999458e-01,0.07252977896296417,0.0
4.857999999999999818e-02,5.616000000000000159e-02,0.007811689563782781,1.0
4.268999999999999878e-02,6.718000000000000360e-02,0.003589005124182894,1.0
5.324000000000000260e-02,7.187999999999999945e-02,0.012459220006610672,1.0
5.199999999999999761e-02,6.433999999999999442e-02,0.009932569071761273,1.0
5.476000000000000312e-02,5.011000000000000176e-02,0.0030230529703262517,1.0
1.814999999999999947e-02,5.341399999999999482e-01,0.050165235603766976,0.0
1.417000000000000030e-02,4.564199999999999924e-01,0.09614207595564855,0.0
3.690000000000000224e-02,5.718999999999999778e-02,0.00990231335234751,1.0
1.839999999999999969e-02,6.246800000000000130e-01,0.09485286489010962,0.0
1.721999999999999920e-02,7.144300000000000095e-01,0.04536016952917107,0.0
1.349000000000000025e-02,3.826600000000000001e-01,0.02817309278421237,0.0
4.571000000000000063e-02,4.476000000000000117e-02,0.002467799300059563,1.0
1.848999999999999949e-02,6.211900000000000199e-01,0.08938036350222855,0.0
1.239999999999999956e-02,4.316699999999999982e-01,0.07790722463517542,0.0
1.461999999999999932e-02,5.475900000000000212e-01,0.058891498238890366,0.0
